[2025-12-22 13:18:43] >>> Recording Started <<<
[2025-12-22 13:18:43] [Google Gemini - Google Chrome] MouseMove: dx=79, dy=81
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=6
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=5
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=5
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=6
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:10] [logs - 文件资源管理器] Mouse: Left Click
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-7
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-9
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-10
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-12
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-11
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-12
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-2, dy=-15
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-4, dy=-17
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-8, dy=-25
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-10, dy=-34
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-8, dy=-30
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-8, dy=-22
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-4, dy=-12
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-3, dy=-10
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-3, dy=-4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-2, dy=-3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-4, dy=-3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-3, dy=-3
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=1
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=0
[2025-12-22 13:19:10] [logs - 文件资源管理器] MouseMove: dx=2, dy=0
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=3, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=3, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=6
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=6
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=10
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=7
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=2, dy=8
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=9
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=7
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=6
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=9
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=7
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:11] [logs - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:14] [logs - 文件资源管理器] Mouse: Left Click
[2025-12-22 13:19:14] [logs - 文件资源管理器] Mouse: Left Click
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-3, dy=1
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-6, dy=-4
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-5, dy=-1
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=-1
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=-4
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-10, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-12, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-9, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:15] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:16] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:16] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:19] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:20] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:21] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:22] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:23] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:23] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:23] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:23] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:23] [2025-12-22_131757.txt - Notepad] Mouse: Wheel Scroll
[2025-12-22 13:19:24] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:25] [2025-12-22_131757.txt - Notepad] Mouse: Left Click
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=7, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=10, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=8, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=10, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=11, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=13, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=12, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=11, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=12, dy=0
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=12, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=12, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=10, dy=-4
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=10, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=11, dy=-5
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=11, dy=-5
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=10, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-5
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=9, dy=-4
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-4
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=5, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=6, dy=-3
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=4, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:26] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=2, dy=0
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] Mouse: Left Click
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=3, dy=-1
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=1, dy=4
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=3
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=2
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=4
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
[2025-12-22 13:19:27] [2025-12-22_131757.txt - Notepad] MouseMove: dx=0, dy=5
